,,,,,,,,,,,,,,,,,,,,,
'music','House',,'europe','north america',,,'asia',,,,,,'modern times',,,'slow','fast',,,,
'music','Trance',,'europe','north america',,,'asia',,,,,,'modern times',,,'slow','fast',,,,
'music','Pop',,'europe','north america',,,,,,,,,'modern times',,,'slow','fast',,,,
'music','Hard Rock',,'europe','north america',,,,,,,,,'modern times',,,,'fast',,,,
'music','Heavy Metal',,'europe','north america',,,,,,,,,'modern times',,,,'fast',,,,
'music','Punk Rock',,'europe','north america',,,,,,,,,'modern times',,,,'fast',,,,
'music','Classical',,'europe',,,,,,,,'middle ages','renaissance',,,,'slow','fast',,,,
,,,,,,,,,,,,,,,,,,,,,
'architecture','Romanesque',,'europe',,,,,,,,'middle ages',,,,,,,,'nature',,
'architecture','Gothic',,'europe',,,,,,,,'middle ages',,,'figurative',,,,,'nature',,
'architecture','Baroque',,'europe',,,,,,,,'middle ages',,,,,,,,'nature',,
'architecture','Colonial','latin america','europe','north america','india','africa','asia',,,,,,'modern times',,,,,'society',,,
'architecture','Japanese',,,,,,'asia',,,,'middle ages','renaissance',,,,,,,,,
'architecture','Indian',,,,'india',,,,,'antiquity','middle ages','renaissance',,,,,,,,,
'architecture','Neoclassical','latin america','europe','north america',,,,,,,,,'modern times',,,,,'society',,,
'architecture','Art Nouveau',,'europe',,,,,,,,,,'modern times','figurative',,,,,'nature',,
'architecture','Fascist','latin america','europe',,,,,,,,,,'modern times',,,,,'society',,,
'architecture','Bauhaus',,'europe',,,,,,,,,,'modern times',,'abstract',,,,'nature',,
